monstres_tues,duree_quete_jours,prime_pieces_or
48.0,1.3836838487120615,4578
18.0,5.8292342864006255,337
48.0,1.127852285579526,4976
43.0,2.809757920109256,3799
39.0,4.889961881460562,3030
49.0,8.299662550414702,4774
49.0,3.625696988752156,5081
12.0,1.0,30
45.0,4.683895262944574,4479
10.0,4.8023638929856975,859
7.0,3.076134332471259,6
46.0,4.499800278431965,4621
1.0,3.440281637960497,-174
49.0,5.68588775352177,4463
36.0,3.505752556460722,2417
21.0,3.525095286824973,1005
37.0,6.567411449747338,2667
24.0,4.569704504026685,1273
25.0,3.803697746182988,1328
7.0,8.019626733677976,-29
42.0,5.68213825010479,3161
17.0,1.5940059230077814,567
29.0,2.532875422023796,1268
30.0,4.784000637678249,1821
7.0,6.753013046253928,200
33.0,1.0,1478
7.0,2.466959958164688,478
24.0,7.724084636197806,1052
11.0,3.369236623931026,395
9.0,3.3810449677806496,-34
12.0,2.085696460130424,165
35.0,6.087080185325598,2933
4.0,1.6343625850170298,-375
36.0,4.78271772463046,2439
28.0,5.911852360586307,1584
13.0,5.14263184569136,-402
23.0,5.426191098175777,781
19.0,3.774755925839441,966
42.0,7.167664828334964,3145
37.0,5.802478652661744,2787
39.0,2.120886537050913,3144
24.0,3.952986196974949,1305
16.0,8.811077059154018,198
33.0,5.729031970483655,2228
12.0,6.404577445876712,-61
34.0,2.6089285571715104,2223
7.0,7.015536335157124,361
11.0,1.0,-13
31.0,5.619884347995182,2084
29.0,4.369733402715782,1660
13.0,4.434692469101144,567
31.0,7.050649664844751,1334
2.0,2.7526114314502568,362
39.0,5.473335160855992,2503
15.0,5.522152066135451,84
11.0,5.505040277844452,588
34.0,7.829634649489144,2293
39.0,4.921245937821765,2911
4.0,5.89573640620423,317
11.0,7.07205820829043,207
29.0,3.4927283265608446,1386
2.0,4.686096330113576,384
16.0,2.4552727081711576,592
39.0,6.121096550541685,2661
13.0,5.215938420191308,109
37.0,6.471262640575457,2440
17.0,4.8414114619443405,225
21.0,3.907353281765511,843
44.0,5.727118199678468,3852
19.0,7.881355581425854,853
7.0,6.163937476302726,269
38.0,2.141641096111646,3143
8.0,5.377464249969479,436
13.0,9.252404278199378,489
37.0,3.679582018407438,2847
2.0,4.02766522459349,300
41.0,1.0838092568577695,3486
11.0,4.823087188412284,-41
24.0,4.092646043999106,736
6.0,5.950315026823039,-233
26.0,5.0220752771522985,1449
7.0,5.37242645577834,9
39.0,6.107312912411599,3113
19.0,1.3644001004609594,645
6.0,7.289988883643058,-200
43.0,5.829717152718352,2923
29.0,6.945863171714706,1319
43.0,5.8347092203732,4225
39.0,5.7788582287492005,3334
2.0,4.636170527186463,-214
19.0,4.021952968978615,564
4.0,6.742630610688824,-115
6.0,5.868567368948429,402
49.0,4.311488869492351,5077
37.0,7.665763682576589,3031
28.0,4.627215913933688,1266
30.0,5.808303469323705,2339
7.0,2.7028025081521028,12
9.0,4.104252809259815,415
25.0,2.7834230443956245,1339
33.0,2.8054311528281337,1666
1.0,4.606733415276711,-150
6.0,3.933212169808134,62
18.0,6.91783863709203,404
10.0,3.7262698942634698,-242
28.0,5.970793071359496,1433
11.0,3.517373140882131,636
33.0,4.9776635644612295,2346
1.0,2.8055155993556595,-163
13.0,6.331171108957964,407
37.0,7.95585403349769,2333
20.0,2.6729202492987447,794
1.0,6.156109581259496,-579
3.0,8.190605850684964,-335
18.0,3.3583100827106334,888
41.0,7.91955103322338,3184
14.0,5.066888561046508,254
31.0,4.771808080613867,1891
27.0,4.4114857170151485,1919
17.0,4.442751192244725,-526
46.0,2.563361334272724,3949
29.0,3.836379555331925,2391
36.0,9.275193957232378,2938
37.0,2.1462702288661752,2888
26.0,5.3523246792927415,1425
17.0,4.831727610937133,497
22.0,4.69969674925892,550
25.0,3.404288231715288,1117
2.0,1.5342801011940748,-37
22.0,5.558127661655193,1306
5.0,3.698293383907141,148
4.0,5.171518372523229,45
36.0,3.506035826673677,2389
6.0,6.021738753036733,-75
21.0,4.87426454597,352
13.0,5.369381205100372,400
37.0,6.007141990909638,2360
25.0,5.011739349883313,1139
26.0,3.4244933250345,1652
39.0,6.712875009813557,3115
20.0,8.70831609561088,896
33.0,5.741778564892121,2540
14.0,1.0,589
36.0,3.2988030079237456,2545
17.0,4.576362586839786,-27
21.0,4.224697880275138,750
46.0,1.8718823610841828,4199
16.0,3.4782614766355056,508
46.0,4.928900396697126,3742
16.0,5.413344515410625,563
20.0,4.959333968038584,1016
29.0,3.228301144736249,1564
28.0,2.5236265262426354,1696
8.0,3.9842275354762617,-79
24.0,3.9983012356242855,1218
3.0,5.862260711691551,575
,2.576516970049952,0
19.0,5.308285675478216,371
33.0,4.85950518518618,2394
2.0,4.198786904582343,-80
15.0,5.749023989994029,210
22.0,4.07064733073817,736
10.0,7.011022625168204,266
18.0,6.419712069296012,656
22.0,3.629811832237719,1346
46.0,8.106645282136043,4353
49.0,1.00957704605685,5082
27.0,8.073220991576964,1460
13.0,7.765501983380582,480
33.0,2.803924138192091,2156
5.0,4.381927623511821,587
26.0,2.7612980464532697,1485
13.0,4.064388939229526,-104
27.0,7.738120031376651,1397
14.0,4.674006116395553,455
24.0,1.0,1140
3.0,6.462108826717803,263
47.0,5.429986416144888,4268
49.0,2.6220929273895868,4805
30.0,8.11514393871864,2072
35.0,6.388419892406919,2028
48.0,4.354167732099355,4318
14.0,5.491320142886803,967
12.0,7.524746681301402,178
28.0,6.147838821662285,1822
44.0,2.018154642306696,4195
29.0,3.525314114662649,1294
43.0,1.0983769475008458,3440
17.0,4.582037547364379,583
40.0,1.0893361039581149,2998
49.0,5.201240151685076,4925
21.0,6.616384057845362,1043
23.0,4.6990307250691234,1122
20.0,2.444991896965386,786
11.0,4.893195870302189,417
34.0,5.454139733071771,2673
10.0,6.8243128455429165,594
10.0,3.6406450523980576,283
43.0,5.998025272043992,3438
6.0,2.6836594671684173,21
36.0,3.1420199068120485,2797
24.0,7.498231988696853,1485
12.0,8.852027874164099,612
43.0,3.4781272466435658,3647
23.0,7.303304792390891,1129
27.0,6.362216117628564,1617
45.0,4.005435300516632,4490
37.0,4.824755806308305,2514
6.0,6.026928011771333,213
1.0,6.230676554317393,-149
6.0,7.691801803303022,426
22.0,3.131544276570736,960
41.0,6.74044461562527,3437
24.0,6.49170632085746,904
25.0,7.95782436670939,1126
15.0,4.33584972861674,1048
26.0,7.244228969806141,1540
8.0,7.907249157326181,188
24.0,5.569659104244225,1566
48.0,5.462490125960675,5063
38.0,4.996860093558608,2879
6.0,6.698021172150306,-154
35.0,7.249927930835149,2408
42.0,6.20904639683866,3423
1.0,6.315221122409683,36
46.0,3.6655570813689335,4316
36.0,3.7084601070720895,3351
12.0,2.5603117809827007,-22
38.0,9.046612609513394,2500
11.0,4.217053167978892,68
12.0,6.3860311155972695,-619
42.0,3.07843394060092,2962
39.0,4.025987000316509,2646
7.0,2.6487484516338333,439
11.0,3.302409229922854,-162
36.0,5.154084002436239,2085
31.0,5.64319891675571,1672
33.0,5.095127245611038,2300
13.0,3.4063089534711684,186
18.0,4.622796938222518,548
41.0,6.787229757052291,3193
24.0,7.285255494733939,758
9.0,6.38968183753361,-112
31.0,5.6786172876577945,1680
41.0,4.398750201639058,3554
10.0,3.660029730537744,-134
2.0,4.8453048507810665,316
38.0,5.3435528913168175,3096
15.0,7.0227950208264,-16
3.0,3.776199469795175,136
43.0,2.977573007485795,3716
31.0,1.088366146725905,2331
6.0,7.156642610662461,-170
3.0,4.755187673001285,217
11.0,1.8452102032407,482
15.0,3.8456443809424377,-72
45.0,3.57211509576804,4445
28.0,3.967931645223511,1350
10.0,6.242221283381858,344
38.0,2.873248540507082,2823
47.0,6.665121231697684,4364
7.0,3.63096564373656,-142
15.0,3.4177403743255814,274
18.0,2.669763109307363,784
18.0,4.79115351647057,1076
41.0,5.546093623138361,2999
24.0,4.163255301428665,995
2.0,4.86895553868738,89
40.0,4.454497412501859,3265
20.0,6.758864376786795,954
34.0,4.534752850326447,2663
43.0,5.120318104857369,3186
26.0,8.093292312762973,1185
7.0,10.38739517742042,417
38.0,3.3421758806513937,2836
30.0,7.749132232993812,1459
42.0,3.0533141743447016,3150
5.0,6.423848652065708,49
11.0,8.548836795406796,122
1.0,6.2192872659896485,652
34.0,4.939970208441076,2267
1.0,1.2651303089820392,-226
19.0,3.84178959784181,1098
2.0,3.74879933026658,-14
21.0,3.601367649934694,1116
20.0,5.032821275200046,1367
23.0,5.530264520648295,1504
21.0,1.0,994
24.0,1.6938436470071072,1371
4.0,7.410904602861009,440
12.0,4.296395244396395,3
22.0,3.7529546057907535,578
20.0,5.645326067860913,1407
18.0,7.405204486548233,276
1.0,1.5837240831266843,683
30.0,2.4734842214393646,1593
33.0,3.9821764577464647,1909
24.0,7.636165593717953,1394
14.0,8.301433172272233,-86
36.0,5.106965832027594,3366
5.0,5.831287488320408,630
11.0,3.7403153013190393,706
24.0,4.816259288771118,697
31.0,5.025903779810637,2313
13.0,2.6739589004636826,696
16.0,5.6010767950319735,565
24.0,6.532438630079695,1408
13.0,6.28117103421351,526
24.0,3.0976686072009567,790
26.0,3.76936743490843,1223
2.0,4.087409808310849,-80
16.0,5.589301269997727,60
38.0,5.427667741499074,3117
46.0,7.336903252729563,4575
1.0,5.366154108259562,141
49.0,7.5482766718996,5368
11.0,7.552140914307913,350
35.0,3.818693472090936,2458
43.0,5.20925265117966,3535
29.0,4.638758651780841,1767
37.0,6.094474946319382,1933
17.0,6.084165109178697,1110
39.0,6.058259739361999,3163
42.0,4.891019582486645,3871
28.0,5.292895257291131,1915
29.0,8.60722966286746,1907
43.0,4.149483851139174,3394
3.0,4.042369789759837,-988
10.0,3.585807404105813,857
42.0,6.300377439124219,3537
14.0,5.835570799444605,294
12.0,5.166564808915002,211
47.0,3.99983744063789,4282
42.0,5.5095272861947056,3526
30.0,6.156768240670258,1781
32.0,2.908863641819221,2085
32.0,6.242615059548224,1978
42.0,2.5268153070799158,3796
32.0,8.842376233931263,2270
26.0,4.71940203089999,1194
1.0,7.599407247352324,64
42.0,4.876492051224815,3181
2.0,7.6415277206735315,199
17.0,8.074291832709863,1089
30.0,5.989064879722664,2068
39.0,3.217177589364572,3019
7.0,3.344985963538032,-190
27.0,5.67766054236593,1666
9.0,5.250575213486242,-14
22.0,6.853024012251439,980
34.0,4.748870489975477,2544
46.0,5.918541837781465,3994
49.0,5.0352490359526,4836
1.0,5.8582235380696766,-306
9.0,5.697084571436911,68
20.0,6.602449200988969,669
19.0,5.781036985304874,1093
36.0,7.850845614190864,2661
40.0,8.928813073181077,3006
45.0,7.184612091093461,3931
4.0,4.874728092967621,343
9.0,6.71816503899725,-303
41.0,6.575297621202502,3124
22.0,3.7553476660796976,658
18.0,8.921142206062877,705
12.0,7.455070501262524,332
42.0,4.71733283155343,3488
43.0,5.139027919161912,3680
39.0,2.7265291846948605,2644
9.0,5.093716781769289,-113
6.0,6.000236118121391,253
19.0,4.684462165462054,289
48.0,2.779273885646877,4532
47.0,6.2193926253980685,4711
7.0,4.474110411208738,166
16.0,3.4541440156155176,311
5.0,5.784804877970112,270
16.0,2.790013403343273,299
1.0,5.220343506394079,23
37.0,7.456194047670334,2510
,6.786046538176655,0
19.0,5.984833182244373,691
37.0,5.1313800577651225,3105
17.0,1.0,922
26.0,4.389701052708563,1576
22.0,5.000701311703023,1187
8.0,6.546511791685961,360
33.0,3.2724916173783507,2120
2.0,6.069647120254771,-362
30.0,6.272695454256933,1854
47.0,5.142948776229312,4703
20.0,6.784990058491497,1063
18.0,2.5457922996278115,720
43.0,3.1938547225266367,3802
10.0,5.213867328681391,-217
24.0,3.5436325446266004,1622
4.0,4.805960943638196,0
37.0,7.290587721007256,2109
4.0,1.0,-9
13.0,9.69895917585598,367
25.0,6.296891890002259,1414
13.0,5.176358143983037,319
18.0,4.258395013068034,477
24.0,5.839373007589444,996
2.0,4.196006276789962,11
48.0,5.298145194000183,4556
33.0,5.0791359859419565,2779
19.0,4.108745463244052,626
9.0,5.496498934641763,-66
28.0,3.845752670089646,1896
35.0,5.745964546338102,2453
39.0,6.320866106326808,3318
10.0,8.90476064261931,178
1.0,5.298268548299779,220
42.0,9.585808660378282,3912
21.0,6.130234719611648,1313
9.0,5.456114092664372,393
47.0,3.274121647332485,3797
15.0,4.571683876012549,-2
35.0,7.149451367135137,2544
5.0,2.7614207847759733,-386
41.0,3.518186135482702,3038
22.0,4.955615890086102,1240
41.0,4.853896623529726,3165
23.0,7.245244835659023,891
7.0,7.4384604864415795,-17
23.0,2.658344213785285,1423
44.0,6.625431478550893,4254
25.0,4.017703726082905,1953
27.0,5.608684666393872,1718
41.0,4.819063698055743,3838
6.0,6.59900548417028,-136
34.0,1.0,1890
9.0,4.312173426379299,346
49.0,8.003662881509428,4748
33.0,4.838154098706228,2681
6.0,1.0,-43
37.0,3.597442322172901,2556
31.0,7.087135386068688,1837
34.0,2.801647731523009,2301
41.0,3.9449368120098183,3374
29.0,6.189958476769864,1730
14.0,5.600616276333778,799
36.0,2.343406059913248,2248
36.0,1.48934470833033,2858
15.0,3.642959062847804,662
8.0,5.477650766745368,226
26.0,5.578466653024203,1489
36.0,7.51363876743874,2461
48.0,1.1759107573932177,4191
21.0,5.957306687509505,1000
28.0,3.9617570014774257,1427
4.0,4.685349447687683,209
16.0,6.18170563892642,419
22.0,7.86302549695298,1228
12.0,4.934006479687693,609
16.0,5.2147061935177295,792
40.0,6.190658788414257,3579
38.0,5.47179539919588,2887
42.0,6.465987584198298,3832
37.0,9.27083452004355,2632
29.0,10.990695840034174,1524
18.0,4.922449590537553,675
10.0,8.793237768702777,598
42.0,4.220239513704025,3469
39.0,3.5142331559725646,3315
18.0,1.0,348
1.0,5.392259732631761,-558
39.0,4.5472523895432175,2899
21.0,5.143585326767971,869
1.0,5.245423960658807,303
15.0,5.2344499940158,383
4.0,5.413353431057484,519
20.0,1.0,951
10.0,2.705842759101026,132
23.0,5.344457972385331,1131
41.0,1.9946314788556776,3047
34.0,6.126484531075819,2247
46.0,4.0495420032110445,4180
48.0,4.395549829406805,4668
33.0,5.537102101631311,2093
34.0,6.700725258263654,2455
39.0,6.105832714126241,2563
10.0,4.598191564539021,534
20.0,5.915050871654538,796
1.0,3.6714069883096574,233
13.0,1.9874896095643404,651
1.0,1.8719768879736245,58
5.0,4.588669526697457,312
16.0,5.4944836403403885,623
15.0,3.6928937754964575,547
49.0,3.199122917178536,4657
28.0,3.735242571957309,1932
31.0,3.762711670315351,1957
23.0,3.2025752077064,1478
48.0,5.516181521532511,4276
45.0,5.121045058224125,3875
43.0,10.017416925531617,3372
17.0,4.308809884823297,906
49.0,4.089438621817287,4983
34.0,6.879687677991709,1854
13.0,4.470682980452875,87
14.0,2.4470539218461087,53
11.0,6.610914922242375,554
28.0,4.202275386518068,1932
42.0,7.599313435424859,3391
32.0,6.865699864290715,1431
35.0,9.467161250752426,1860
31.0,3.878508908430569,2317
17.0,4.9760454453485,951
47.0,3.43228997822846,4887
9.0,,0
10.0,4.696661854859736,-415
8.0,1.0,276
21.0,6.351411743759876,739
13.0,5.750146320439569,872
5.0,10.157306345773897,261
6.0,5.624627618459239,135
30.0,1.5040694138969115,1682
31.0,6.395992676771737,2328
17.0,4.598138228151663,366
11.0,4.150418161155077,-172
20.0,4.770230146051867,827
48.0,7.111201997595816,4938
9.0,5.71223374742766,657
2.0,9.592047903099267,-460
37.0,3.98413067189393,3121
1.0,5.810357613927283,-14
4.0,5.303338207420075,277
36.0,2.780944074278188,2165
25.0,3.431928254107086,1136
3.0,6.709396915521624,216
9.0,4.402147735985757,164
22.0,6.24789205317807,935
23.0,4.88842359463774,959
12.0,3.460244107859676,291
10.0,3.580346204077256,209
34.0,2.6457314987349023,1974
43.0,7.01603935269916,3534
10.0,4.370865314168292,380
30.0,3.1193905129997086,1762
22.0,3.83684379462945,1118
6.0,1.8743963265669732,23
2.0,5.917827446170381,-160
30.0,5.812146262736211,2110
2.0,6.549462694699807,204
32.0,4.12177375999129,2018
42.0,3.761509561961224,3763
16.0,5.253649835373974,701
12.0,4.633506224572078,119
1.0,2.648341889651856,53
8.0,7.568977305077892,245
48.0,4.075909820467034,4757
13.0,7.942563473326811,870
15.0,2.297213070298729,645
44.0,7.004771671580283,4073
8.0,4.985006170252442,-195
10.0,5.267036725421237,999
46.0,10.55753544952316,3851
5.0,3.6437175379465536,-114
19.0,6.205581373350352,572
47.0,7.154798012506384,4327
38.0,6.760959202744934,2628
11.0,4.87867163264084,-242
43.0,4.164590198864548,4054
20.0,5.4298145421452375,648
20.0,6.902146438722652,168
21.0,6.680896704469216,800
18.0,3.9821393460418495,783
10.0,4.560756592378412,-276
34.0,4.992490533935992,2500
26.0,5.970937008841368,1450
30.0,5.980155573151807,1542
9.0,4.522184178423608,250
46.0,7.430178586697936,4723
31.0,3.895542915151032,1941
42.0,7.426374958997133,3382
4.0,5.7108403475529,-212
6.0,7.099305233183714,620
14.0,7.610377926258773,333
4.0,3.4936315999667937,-38
26.0,2.987909433428845,1618
47.0,8.35515331951396,4594
48.0,8.323569021655665,4199
39.0,5.7096852862713385,3106
17.0,5.044865666902816,434
19.0,2.058173362446415,1077
49.0,4.424124231685955,4459
6.0,4.052562130391643,312
29.0,6.555352172263831,1097
11.0,5.8455832131301095,439
16.0,8.483146426059697,749
30.0,1.0,1530
25.0,6.227648789306711,1513
40.0,3.761588918359156,3164
11.0,4.925579067386869,-412
7.0,7.006617370641924,191
26.0,4.580681350561275,1113
22.0,11.458037007336614,1253
25.0,4.279110637589596,1645
19.0,4.162898175978742,600
31.0,1.4630679020650792,1596
26.0,5.774290074577268,1347
42.0,5.142287869477258,3750
41.0,2.0949044226695026,3180
36.0,4.151421300272034,2731
23.0,6.343424389613379,1330
47.0,2.6155538106262983,4757
13.0,3.462650173102678,454
25.0,5.413787344392014,736
2.0,6.157110833225119,-78
2.0,7.6432999705847635,-51
16.0,11.509820835758124,544
9.0,4.58686570551098,-608
28.0,1.301172237473608,1329
13.0,1.6033422012391467,284
35.0,11.226024383585347,2588
41.0,4.659228124933653,4042
13.0,8.333721834910948,540
31.0,6.581050647041946,1626
21.0,2.2754649944191256,634
32.0,3.513254539617709,1846
34.0,9.56765121487448,2199
8.0,3.678971439341325,198
41.0,5.777635592256406,3082
48.0,5.0345884409869335,4545
2.0,1.0,-51
38.0,9.297129530976388,2994
32.0,2.2567081007244543,1927
40.0,5.017842030862806,2973
28.0,3.0922686178654217,1358
37.0,7.024774292166937,2859
41.0,5.291034324059168,3147
1.0,7.946071942093312,216
41.0,9.427387147193436,3477
10.0,7.20020334898445,-123
4.0,6.04407377172954,407
35.0,3.757098304819487,2476
10.0,4.0953141780101205,2
47.0,6.735327819032106,4970
11.0,5.047523074569174,241
14.0,8.136364062815566,504
38.0,8.164197450623341,2897
12.0,5.709359923500816,723
45.0,3.392011229538584,4586
17.0,4.651795980034644,658
16.0,6.9138039351978335,537
35.0,2.6787030752094845,2732
2.0,7.057539326478315,-133
11.0,3.3976123234445077,318
41.0,3.824055662156424,3168
3.0,3.5266884099902938,588
29.0,2.5779491187679744,2009
18.0,7.885998366669824,1187
20.0,5.686171280874572,656
47.0,3.3421199342459404,4692
14.0,3.9488060249650703,521
34.0,7.873413468430511,2408
49.0,4.501398707465234,5301
31.0,6.525466072949862,1652
40.0,4.591507047415133,3021
42.0,6.634300724975968,3371
18.0,3.405106164131877,217
30.0,3.056097827792152,1204
25.0,4.840471963796217,1201
19.0,6.426848872318747,949
8.0,4.127983325019255,63
28.0,4.592989245371383,1325
8.0,5.333399019477577,495
31.0,3.900740590639903,1584
3.0,3.633196374256883,-535
3.0,5.3826080019048925,-436
44.0,7.627476377905928,4345
22.0,3.5785876337249016,909
17.0,4.447843050665702,962
36.0,5.904028732925288,2961
17.0,5.434824635117596,1
14.0,7.806347134219704,414
9.0,4.960490686368356,396
30.0,2.278773717355645,1479
21.0,2.6434308320712177,497
12.0,7.558416633454977,443
37.0,2.5696957513329357,2380
32.0,4.704162414118976,2137
11.0,2.835420974862029,469
20.0,5.061180576778,1069
35.0,5.5504650701821445,2695
47.0,5.649535494256059,4805
46.0,4.781861116303266,3932
11.0,2.2649298965484155,750
8.0,3.879310411303897,-24
4.0,3.78159559802954,-290
27.0,6.987739464458321,1784
44.0,3.826705498167168,4060
40.0,1.2030283129351798,2689
38.0,6.7139871173897046,3154
47.0,5.967713499992393,4506
30.0,3.743863857908125,1812
44.0,2.4986607173654267,3731
48.0,4.083101994471533,5003
48.0,4.992594771772726,5085
27.0,6.1894087947051135,1656
21.0,8.55384826579461,512
20.0,5.624866893954257,436
4.0,6.347085741355855,-213
11.0,1.8232430264612645,532
13.0,2.803809702428007,242
9.0,7.212778395348381,352
4.0,2.379644909575727,-145
12.0,3.478401498114128,710
9.0,5.763310535605384,-181
13.0,5.751303399832813,274
48.0,3.1661396430463524,4539
26.0,8.108304380163386,1562
38.0,2.7298384654078864,2997
42.0,5.599256598749131,3975
13.0,8.516469104046728,731
39.0,5.687341026897914,2835
28.0,,0
19.0,6.872632440918201,723
24.0,4.625151106541727,992
19.0,6.401798671309194,263
49.0,7.830023632125834,4800
13.0,1.7886498718097927,601
13.0,5.882991325604504,399
28.0,7.47045564257154,1673
2.0,5.71127071377121,441
10.0,8.020807643982087,-58
22.0,5.420650019215131,732
13.0,8.38500933077584,214
9.0,1.7278907085653477,486
33.0,6.8071086120227005,2450
14.0,1.0,472
48.0,5.688111736267625,5040
20.0,2.680600451275552,523
15.0,6.636933861798954,327
32.0,4.190434540218965,2159
33.0,5.201863902302199,2119
17.0,3.755364320038199,834
24.0,8.641324043901506,1675
30.0,4.590946119010336,1775
13.0,3.278887636801156,463
47.0,2.0266716673746816,4697
48.0,3.2010705826377177,4839
16.0,2.95627845890194,1045
2.0,5.0119248797008975,136
17.0,4.455936003271604,596
32.0,1.0,1757
43.0,4.188696079296976,3805
8.0,1.0,-147
3.0,6.6856539947080496,-266
12.0,4.599655885930911,414
20.0,2.353955942516372,702
16.0,4.506568499671859,-212
14.0,6.968717586245189,1092
16.0,4.4781167369529244,78
49.0,5.13998316347046,4728
43.0,6.705175093004135,3345
49.0,3.838700448858188,4727
33.0,3.200798484382009,2048
30.0,3.2519324993049485,1600
12.0,6.6600529670024535,262
15.0,5.423966362351115,134
18.0,6.072213224335168,812
28.0,2.458754062062715,1700
23.0,8.346744785003496,1082
14.0,7.101916959841079,558
30.0,2.8784797752531706,2112
33.0,6.031018994991104,1759
45.0,3.1310879363988717,4534
15.0,1.846060037131851,953
7.0,5.801813903653342,359
15.0,5.454070302769695,355
42.0,6.150258310871854,4169
46.0,6.860410336655129,4571
38.0,6.6153035202750194,2443
46.0,5.192152752456393,4122
44.0,4.855243854011186,4056
11.0,7.640385608033697,-135
29.0,4.313236567638899,2015
31.0,7.1673298236619445,1867
25.0,1.0568914793258948,955
24.0,3.8695874449137984,1101
19.0,4.901588981905644,558
2.0,6.265554002880493,-505
22.0,6.61822275787567,959
20.0,7.107122572555408,678
33.0,5.441493580491617,2215
8.0,4.717482148138148,-194
25.0,7.288188990330727,1302
46.0,5.28735056028192,4959
9.0,7.530531487652371,-209
34.0,6.048806641583747,2335
23.0,5.028176123196186,1156
5.0,6.819269665709877,73
25.0,5.5493829003642885,1245
8.0,5.508180730681142,154
16.0,3.3568872826003613,385
48.0,4.626890642117033,5114
45.0,4.018619698147216,4176
15.0,5.516972258719072,266
1.0,5.381653649024284,368
22.0,4.656180429725961,753
3.0,4.733729119512107,-320
38.0,5.893985149131996,2765
14.0,1.4858584623989142,823
36.0,2.0844259953316118,2258
18.0,4.655239591513439,564
47.0,7.473427096267533,4246
41.0,7.868800023431314,3623
18.0,2.063542070740846,326
3.0,11.284845459453273,213
10.0,3.219845940895919,-199
49.0,3.0228512989655267,5131
39.0,1.0,3210
47.0,3.698703472819482,4640
1.0,4.322978463594356,58
27.0,8.077659848339444,1142
27.0,6.631306015116985,1700
11.0,7.209478609277903,422
49.0,8.781066559487671,4578
5.0,9.463336414832776,-317
7.0,8.933700718534325,123
19.0,5.738730340042266,769
29.0,4.190432416642565,1903
15.0,7.045541758312467,266
35.0,3.516387375387483,2567
47.0,6.22442343543407,4715
37.0,4.576026685845473,2117
12.0,3.884153022084608,-409
30.0,1.662297519474032,1854
20.0,5.921205689140267,888
37.0,3.114539073401697,2551
3.0,6.244211926602926,-423
9.0,4.726121162440252,711
41.0,4.931218368358572,3384
39.0,4.703533142363533,3078
26.0,2.1851787000618805,1203
2.0,3.606287829574765,-35
23.0,3.2768933446538124,978
23.0,3.244373071401263,1472
21.0,3.175078624580368,1628
16.0,3.040715110500368,277
9.0,3.412143825777868,491
13.0,3.5353537312826857,823
28.0,6.077147673882203,1323
27.0,5.371623705517167,1292
17.0,3.092666527953631,221
38.0,4.176803251218791,2712
36.0,1.298995648202947,2332
1.0,5.310881677013564,-61
18.0,4.482737558087116,268
9.0,3.138414458559329,344
13.0,9.199349286492344,595
40.0,4.475444612875666,3072
45.0,5.895330050950066,3732
15.0,4.322451621957454,513
43.0,2.7146672481692176,3781
44.0,5.368072993150417,3662
46.0,3.9780362701392753,4109
4.0,6.38766320985518,-104
33.0,4.387312663671471,2418
24.0,4.477100536668975,1213
36.0,7.049636984270535,2047
41.0,5.275002776197786,4081
10.0,5.345833800163727,73
36.0,5.480830394820498,2821
20.0,6.823465658155305,822
41.0,9.969810501931851,3216
45.0,4.093185491018244,4339
44.0,4.748942358362092,4416
11.0,3.6107386618750015,-92
12.0,4.421761497697537,55
18.0,5.705237644690415,1115
30.0,5.99334586890776,2424
44.0,7.259205438204466,3988
48.0,4.257541423417374,5015
37.0,5.762975269604295,2599
20.0,3.1756148953954444,302
25.0,3.407242581957388,1231
12.0,6.779947448130324,720
21.0,4.394548306835461,668
25.0,3.6270503896466217,1738
11.0,1.9281811345837885,618
9.0,6.964578257956748,218
25.0,1.5493209677298596,2112
35.0,1.8896889662516352,2405
32.0,6.156459812949656,1661
49.0,4.551637534954738,4706
14.0,5.748962528004819,508
1.0,4.415772334814155,-196
17.0,6.750753014113492,375
25.0,7.409672554213769,1398
8.0,7.621532581685399,388
5.0,4.547450376197388,141
5.0,2.752084077936665,39
41.0,4.952007706002105,3194
35.0,3.3265433665923645,2237
19.0,3.8433176867684526,646
23.0,8.7886624064927,686
9.0,6.697119600443554,-13
30.0,4.433850546408596,1895
16.0,4.798287320390046,168
33.0,4.000727443600983,1560
2.0,5.362117738373063,-128
14.0,4.135064239313137,35
46.0,7.160635145879191,4077
1.0,4.976378537235706,259
26.0,3.2226439532798548,1606
25.0,7.890451569383368,1237
16.0,5.939465806931341,688
15.0,5.77475670789295,1043
26.0,1.3215019091112032,1276
47.0,4.903647749719208,4130
44.0,3.5531498029302053,4075
16.0,1.0,361
14.0,4.823842474384846,69
29.0,4.718276044938778,1610
24.0,7.503101949125705,1274
47.0,3.858170555602153,4529
15.0,3.368306877367868,36
19.0,3.635854046706815,853
8.0,5.495698634617836,-307
34.0,7.301881645748004,1928
2.0,4.996950836796547,412
27.0,3.8434001550696073,944
10.0,4.63334157700921,-519
35.0,6.305922716397377,2585
23.0,7.323774596000689,882
49.0,7.365328991095131,4688
8.0,4.776665910255116,576
28.0,5.9237230568559385,1891
23.0,6.607474908035407,1342
4.0,4.858189527335357,43
14.0,6.361938125008488,549
42.0,6.534413865147483,3386
29.0,6.062265008398311,1503
1.0,6.620267478196494,4
4.0,9.136658046492856,219
32.0,3.351029858236645,2515
33.0,7.629361665558706,2504
49.0,5.387063744029045,5006
26.0,4.891526330436939,1320
17.0,3.892212613390673,501
39.0,5.555105074617643,3113
23.0,3.9580419989712574,1113
32.0,4.67591622688198,1729
15.0,2.0959679002893776,338
13.0,5.209682628480477,349
2.0,3.1954733222825817,203
